title,console,genre,publisher,critic_score,us_sales,jp_sales,eu_sales,other_sales,total_sales
ESPN Step Aerobics,3DO,Sports,Intellivision Productions,,,,,,
ESPN Sunday Night Football,SNES,Sports,Sony Imagesoft,,,,,,
ESPN Sunday Night NFL,GEN,Sports,Sony Imagesoft,,,,,,
ESPN Sunday Night NFL,SCD,Sports,Sony Imagesoft,,,,,,
European Soccer Challenge,Lynx,Sports,Telegames,,,,,,
European Super League,PS,Sports,Virgin Interactive,,,,,,
European Super League,DC,Sports,Virgin Interactive,,,,,,
European Super League,GB,Sports,Virgin Interactive,,,,,,
European Super League,GBA,Sports,Virgin Interactive,,,,,,
European Super League,PC,Sports,Virgin Interactive,,,,,,
Evander 'Real Deal' Holyfield's Boxing,GEN,Sports,Sega,,,,,,
Evander 'Real Deal' Holyfield's Boxing,GG,Sports,Sega,,,,,,
Everest (1999),PC,Sports,GT Interactive,,,,,,
Everybody's Putter Golf with TORO,PSN,Sports,Sony Computer Entertainment,,,,,,
Everyday Soccer,DSiW,Sports,Aksys Games,,,,,,
Evolution Snowboarding,GC,Sports,Konami,,,,,,
Exciting Baseball (FDS),NES,Sports,Konami,,,,,,
Exciting Bass Mobile,GBA,Sports,Konami,,,,,,
EyeToy Play: Sports,PS2,Sports,Sony Computer Entertainment,,,,,,
EyeToy: Kinetic Combat,PS2,Sports,Sony Computer Entertainment,,,,,,
Face Off (Arcade),VC,Sports,Namco Bandai,,,,,,
Faceball 2000,GG,Sports,Riverhillsoft,,,,,,
Family Challenge Wii,Wii,Sports,Konami,,,,,,
Family Glide Hockey,WW,Sports,Arc System Works,,,,,,
Family Jockey,GB,Sports,Namco,,,,,,
Family Jockey,NES,Sports,Namco,,,,,,
Family Jockey 2,GB,Sports,Namco,,,,,,
Family Mini Golf,WW,Sports,Aksys Games,,,,,,
Family Stadium 2003,GC,Sports,Namco,,,,,,
Family Table Tennis,WW,Sports,Aksys Games,4.7,,,,,
Family Tennis,WW,Sports,Aksys Games,,,,,,
Family Tennis,NES,Sports,Namco,,,,,,
Family Tennis Advance,GBA,Sports,Namco,,,,,,
Family Trainer: Double Challenge,Wii,Sports,Namco Bandai,,,,,,
Family Trainer: Fuuun! Takeshi Shiro 2,NES,Sports,Bandai,,,,,,
Family Trainer: Jogging Race,NES,Sports,Bandai,,,,,,
Famista '89 - Kaimaku Han!!,NES,Sports,Namco,,,,,,
Famista '90,NES,Sports,Namco,,,,,,
Famista '93,NES,Sports,Namco,,,,,,
Famista '94,NES,Sports,Namco,,,,,,
Famista 2,GB,Sports,Namco,,,,,,
Famista 3,GB,Sports,Namco,,,,,,
Famista Advance,GBA,Sports,Namco,,,,,,
Fever Pitch Soccer,AJ,Sports,Atari,,,,,,
Field of Nine: Digital Edition 2001,GBA,Sports,Konami,,,,,,
FIFA 07 Soccer,GBA,Sports,Electronic Arts,4.1,,,,,
FIFA 14,And,Sports,EA Sports,,,,,,
FIFA 14,PS2,Sports,EA Sports,,,,,,
FIFA 2000,GB,Sports,EA Sports,,,,,,
FIFA 2001 Major League Soccer,PC,Sports,EA Sports,,,,,,
FIFA 99,PC,Sports,EA Sports,,,,,,
FIFA 99,PS,Sports,EA Sports,8.8,,,,,
FIFA International Soccer,GB,Sports,Malibu Games,,,,,,
FIFA International Soccer,SCD,Sports,EA Sports,,,,,,
FIFA International Soccer,MS,Sports,Tec Toy,,,,,,
FIFA International Soccer,PC,Sports,EA Sports,,,,,,
FIFA International Soccer,GEN,Sports,EA Sports,,,,,,
FIFA International Soccer,GG,Sports,Electronic Arts,,,,,,
FIFA International Soccer,3DO,Sports,EA Sports,,,,,,
FIFA International Soccer,SNES,Sports,EA Sports,,,,,,
FIFA Manager 06,PC,Sports,EA Sports,,,,,,
FIFA Manager 10,PC,Sports,EA Sports,7.5,,,,,
FIFA Soccer '95,GG,Sports,Electronic Arts,,,,,,
FIFA Soccer 09,PSN,Sports,Electronic Arts,8.1,,,,,
FIFA Soccer 09: Ultimate Team,XBL,Sports,Unknown,,,,,,
FIFA Soccer 09: Ultimate Team,PSN,Sports,Unknown,,,,,,
FIFA Soccer 10 (PSP),PSN,Sports,EA Sports,7.9,,,,,
FIFA Soccer 10: Ultimate Team,XBL,Sports,Unknown,,,,,,
FIFA Soccer 10: Ultimate Team,PSN,Sports,Unknown,,,,,,
FIFA Soccer 11 (PSP),PSN,Sports,EA Sports,7,,,,,
FIFA Soccer 2002,PC,Sports,EA Sports,,,,,,
FIFA Soccer 2003,PS,Sports,EA Sports,,,,,,
FIFA Soccer 2003,PC,Sports,EA Sports,,,,,,
FIFA Soccer 2004,PS,Sports,EA Sports,,,,,,
FIFA Soccer 2004,PC,Sports,EA Sports,,,,,,
FIFA Soccer 2004,NGage,Sports,EA Sports,6.4,,,,,
FIFA Soccer 2005,PS,Sports,EA Sports,,,,,,
FIFA Soccer 2005,NGage,Sports,Nokia,8.2,,,,,
FIFA Soccer 2005,GIZ,Sports,Unknown,,,,,,
FIFA Soccer 95,GEN,Sports,EA Sports,,,,,,
FIFA Soccer 96,GEN,Sports,EA Sports,,,,,,
FIFA Soccer 96,SAT,Sports,EA Sports,,,,,,
FIFA Soccer 96,GG,Sports,Black Pearl,,,,,,
FIFA Soccer 96,PC,Sports,EA Sports,,,,,,
FIFA Soccer 96,SNES,Sports,EA Sports,9,,,,,
FIFA Soccer 96,GB,Sports,EA Sports,,,,,,
FIFA Soccer 97,GEN,Sports,EA Sports,,,,,,
FIFA Soccer 97,SAT,Sports,EA Sports,,,,,,
FIFA Soccer 97,PC,Sports,EA Sports,,,,,,
FIFA Soccer 97,SNES,Sports,EA Sports,,,,,,
FIFA Soccer 97,GB,Sports,Black Pearl,,,,,,
FIFA Street 2,PSN,Sports,EA Sports,4.9,,,,,
FIFA Street 3,XBL,Sports,EA Sports BIG,,,,,,
FIFA World Cup Germany 2006,PC,Sports,EA Sports,7.7,,,,,
FIFA: Road to World Cup 98,SAT,Sports,EA Sports,,,,,,
FIFA: Road to World Cup 98,GB,Sports,THQ,,,,,,
FIFA: Road to World Cup 98,GEN,Sports,EA Sports,,,,,,
FIFA: Road to World Cup 98,PC,Sports,EA Sports,,,,,,
FIFA: Road to World Cup 98,SNES,Sports,EA Sports,,,,,,
Fight Night,7800,Sports,Atari,,,,,,
Fight Night Champion,PSN,Sports,EA Sports,8.2,,,,,
Fila Decathlon,GBA,Sports,THQ,6.8,,,,,
Final Kick,And,Sports,Ivanovich Games,,,,,,
Final Match Tennis,PCE,Sports,Human Entertainment,,,,,,
Fish On,PSV,Sports,Unknown,,,,,,
Fish On,3DS,Sports,ASCII Media Works,,,,,,
Fish'em All!,WW,Sports,Abylight,,,,,,
Fisherman's Bait: A Bass Challenge,PS,Sports,Konami,,,,,,
Fishie Fishie,WW,Sports,DK Games,5,,,,,
Fishing Freaks: BassRise for WonderSwan,WS,Sports,Bandai,,,,,,
Fishing Freaks: BassRise Plus,PS,Sports,Bandai,,,,,,
Fishing Koshien,SAT,Sports,King Records,,,,,,
Fishing Live Online,XB,Sports,Unknown,,,,,,
Fitba,XBL,Sports,Microsoft,,,,,,
Fitness Fun,PS2,Sports,505 Games,,,,,,
Flick Fishing,PSN,Sports,Gamehastra,,,,,,
Foosball For Two,XBL,Sports,Microsoft,,,,,,
Football,2600,Sports,Atari,,,,,,
Football Frenzy,NG,Sports,SNK,,,,,,
Football Frenzy (CD),NG,Sports,SNK,,,,,,
Football Fury,SNES,Sports,Sammy Corporation,,,,,,
Football Kingdom: Touring Edition,PS2,Sports,Namco,,,,,,
Football Manager 2014,OSX,Sports,Sega,8.5,,,,,
Football Manager 2014,Linux,Sports,Sega,8.7,,,,,
Football Manager Handheld 2009,PSN,Sports,Sega,,,,,,
Football Manager Handheld 2010,PSN,Sports,Sega,6,,,,,
Football Manager Handheld 2011,PSN,Sports,Sega,,,,,,
Football Manager Handheld 2014,And,Sports,Sega,,,,,,
Football Manager Handheld 2014,iOS,Sports,Sega,,,,,,
Formation Soccer '98: Ganbare Nippon in France,PS,Sports,Human Entertainment,,,,,,
Formation Soccer 2002,GBA,Sports,Spike,,,,,,
Formation Soccer on J-League,PCE,Sports,Human Entertainment,,,,,,
Formation Soccer: Human Cup '90,PCE,Sports,Human Entertainment,,,,,,
Fotball Manager Handheld,PSP,Sports,Sega,,,,,,
Frank Thomas Big Hurt Baseball,GEN,Sports,Acclaim Entertainment,,,,,,
Frank Thomas Big Hurt Baseball,GB,Sports,Acclaim Entertainment,,,,,,
Frank Thomas Big Hurt Baseball,SNES,Sports,Acclaim Entertainment,,,,,,
Frank Thomas Big Hurt Baseball,GG,Sports,Acclaim Entertainment,,,,,,
Frank Thomas Big Hurt Baseball,PC,Sports,Acclaim Entertainment,,,,,,
Frank Thomas Big Hurt Baseball,SAT,Sports,Acclaim Entertainment,,,,,,
Freak Out - Extreme Freeride,PSP,Sports,Unknown,,,,,,
Freak Out - Extreme Freeride,PC,Sports,Stardock,,,,,,
FreaKick,XBL,Sports,Microsoft,,,,,,
Fred Couples Golf,GG,Sports,Sega,,,,,,
Free Running,PC,Sports,Reef Entertainment,,,,,,
Free Running,DS,Sports,Unknown,,,,,,
Free Running,PS2,Sports,Reef Entertainment,,,,,,
Free Running,PSN,Sports,Reef Entertainment,,,,,,
Freestyle Street Soccer,GC,Sports,Acclaim Entertainment,4.3,,,,,
Freestyle2: Street Basketball,PC,Sports,Joycity,,,,,,
Frisbee Disc Freestyle / Frisbee Disc Golf,GBA,Sports,DSI Games,,,,,,
Front Page Sports: Football Pro '97,PC,Sports,Sierra Entertainment,,,,,,
Full Time Soccer,GB,Sports,Datel,,,,,,
Fun! Fun! Minigolf,WW,Sports,Shin'en,,,,,,
Futsal: 5 on 5 Mini Soccer (CD),NG,Sports,Saurus,,,,,,
FX Football,PC,Sports,FX studio,,,,,,
G-Force (2006),PS2,Sports,Phoenix Games,,,,,,
G1 Jockey,PS2,Sports,THQ,,,,,,
G1 Jockey,PS,Sports,KOEI,,,,,,
G1 Jockey 2000,PS,Sports,KOEI,,,,,,
G1 Jockey 3 2003,PS2,Sports,KOEI,,,,,,
G1 Jockey 3 2005 Nendoban,PS2,Sports,KOEI,,,,,,
G1 Jockey 4,PS2,Sports,KOEI,,,,,,
G1 Jockey 4 2006,PS2,Sports,KOEI,,,,,,
G1 Jockey 4 2007,PS3,Sports,KOEI,,,,,,
G1 King! 3-Hitsu no Yosouya,GB,Sports,Victory Lap Games,,,,,,
Gachinko Pro Yakyuu,GBA,Sports,Now Production,,,,,,
Gakuen Battle Fishers: Yoky Shiimono wa Tsure,GB,Sports,Konami,,,,,,
Galactik Football,DS,Sports,505 Games,,,,,,
"Game, Net & Match!",PC,Sports,Blue Byte,,,,,,
Ganbare! Dodge Fighters,GBA,Sports,Bandai,,,,,,
Ganbare! Golf Boys,PCE,Sports,NCS,,,,,,
Gear Stadium Heiseiban,GG,Sports,Namco,,,,,,
George Forman's KO Boxing,GEN,Sports,Flying Edge,,,,,,
Giant Killers,DC,Sports,AAA,,,,,,
GO Series: Fishing Resort,DSiW,Sports,Gamebridge,,,,,,
Go! Sports Ski,PSN,Sports,Sony Computer Entertainment,,,,,,
Go! Sports Skydiving,PSN,Sports,Sony Online Entertainment,,,,,,
Goal FH,3DO,Sports,Unknown,,,,,,
Goal Storm,PS,Sports,Konami,,,,,,
Goal!,NES,Sports,Jaleco,,,,,,
Goal!,GB,Sports,Jaleco,,,,,,
Goal! Two,NES,Sports,Jaleco,,,,,,
Goals,XBL,Sports,Microsoft,,,,,,
Golden Goal,GB,Sports,Take-Two Interactive,,,,,,
Golf,3DS,Sports,Unknown,6,,,,,
Golf,2600,Sports,Atari,,,,,,
Golf,VB,Sports,Nintendo,,,,,,
Golf Ba Multimedia Shinchaku,3DO,Sports,Unknown,,,,,,
Golf Club 2,PC,Sports,Maximum Games,,,,,,
Golf Daisuki!,GB,Sports,KID,,,,,,
Golf Grand Slam,NES,Sports,Atlus,,,,,,
Golf Ou,GB,Sports,Digital Kids,,,,,,
Golf Shiyouyo,DC,Sports,Bottom Up,,,,,,
Golf Shiyouyo 2: Aratanaru Chousen,DC,Sports,SoftMax,,,,,,
Golf Shiyouyo Adventure Hen,DC,Sports,SoftMax,,,,,,
Golf Shiyouyo Kouryaku Pack,DC,Sports,SoftMax,,,,,,
Golf: Tee It Up!,XBL,Sports,Activision,,,,,,
Golfamania,MS,Sports,Sega,,,,,,
Granada Musashi RV,GB,Sports,Bandai,,,,,,
Grand Slam,SAT,Sports,Virgin Interactive,,,,,,
Grand Slam,PC,Sports,Virgin Interactive,,,,,,
Grander Musashi RV,GB,Sports,Bandai,,,,,,
Great Baseball,MS,Sports,Sega,,,,,,
Great Baseball (Japan),MS,Sports,Sega,,,,,,
Great Basketball,MS,Sports,Sega,,,,,,
Great Courts 2,PC,Sports,Ubisoft,,,,,,
Great Football,MS,Sports,Sega,,,,,,
Great Golf,MS,Sports,Sega,,,,,,
Great Golf (Japan),MS,Sports,Sega,,,,,,
Great Ice Hockey,MS,Sports,Sega,,,,,,
Great Soccer,MS,Sports,Sega,,,,,,
Great Soccer (Japan),MS,Sports,Sega,,,,,,
Great Volleyball,MS,Sports,Sega,,,,,,
Greatest Heavyweights,GEN,Sports,Sega,,,,,,
Greg Norman's Golf Power,NES,Sports,Virgin Interactive,,,,,,
Hama no Tsuriken,PS,Sports,Success,,,,,,
Handy Hockey,DSiW,Sports,ITL,,,,,,
Hard Hitter 2,PS2,Sports,Midas Interactive Entertainment,,,,,,
HardBall 5,PC,Sports,Accolade,,,,,,
HardBall III,GEN,Sports,Accolade,,,,,,
Hardball!,GEN,Sports,Ballistic,,,,,,
HardGrip,X360,Sports,Unknown,,,,,,
HardGrip,PS3,Sports,Unknown,,,,,,
HardGrip,Wii,Sports,Unknown,,,,,,
Harlem Globetrotters,NES,Sports,GameTek,,,,,,
Harlem Globetrotters: World Tour,GBA,Sports,DSI Games,2.7,,,,,
Harley Pasternak's Hollywood Trainer,X360,Sports,Majesco Entertainment,,,,,,
Harley Pasternak's Hollywood Trainer,Wii,Sports,Unknown,,,,,,
Harukanaru Augusta,GEN,Sports,T&E Soft,,,,,,
Harukanaru Augusta,SNES,Sports,T&E Soft,,,,,,
Harukanaru Augusta 3: Masters New,SNES,Sports,T&E Soft,,,,,,
Harukanaru Augusta Masters '98,N64,Sports,T&E Soft,,,,,,
Hashire Hebereke,SNES,Sports,Sunsoft,,,,,,
Hat Trick,7800,Sports,Atari,,,,,,
HB Arcade Disc Golf,WW,Sports,Unknown,,,,,,
Head-On Soccer,GEN,Sports,U.S. Gold,,,,,,
Heavy Shreddin',NES,Sports,Parker Bros.,,,,,,
Heavyweight Champ,GG,Sports,Sims,,,,,,
Heavyweight Championship Boxing,GB,Sports,Activision,,,,,,
Hello Kitty no Panda Sports Stadium,DS,Sports,Dorart,,,,,,
Higashio Osamu Kanshuu Pro Yakyuu Stadium '91,GB,Sports,Tokuma Shoten,,,,,,
Higashio Osamu Kanshuu Pro Yakyuu Stadium '92,GB,Sports,Tokuma Shoten,,,,,,
High Heat Major League Baseball 2004,GBA,Sports,Unknown,,,,,,
High Velocity Bowling,PSN,Sports,Sony Computer Entertainment,,,,,,
Hit the Ice,PCE,Sports,NEC,,,,,,
Hit the Ice,SNES,Sports,Taito,,,,,,
Hit the Ice,GB,Sports,Taito,,,,,,
Hit the Ice,GEN,Sports,Taito,,,,,,
Hockey,Lynx,Sports,Atari,,,,,,
Hockey Allstar Shootout,WW,Sports,Nintendo,,,,,,
Hockey Rage 2005,GIZ,Sports,Fathammer,,,,,,
Hole in One Golf,GB,Sports,Natsume,,,,,,
Home Run Challenge,XBL,Sports,Microsoft,,,,,,
Homerun Hitters,PSN,Sports,Sony Computer Entertainment,,,,,,
Honoo no Doukyuuji: Dodge Danpei,NES,Sports,Sunsoft,,,,,,
Honoo no Doukyuuji: Dodge Danpei,PCE,Sports,Hudson Soft,,,,,,
Honoo no Doukyuuji: Dodge Danpei,GG,Sports,Sega,,,,,,
Honoo no Doukyuuji: Dodge Danpei,GB,Sports,Hudson Soft,,,,,,
Honoo no Doukyuuji: Dodge Danpei,GEN,Sports,Sega,,,,,,
Honoo no Doukyuuji: Dodge Danpei,SNES,Sports,Sunsoft,,,,,,
Honoo no Doukyuuji: Dodge Danpei 2,NES,Sports,Sunsoft,,,,,,
Hoops,NES,Sports,Jaleco,,,,,,
HoopWorld,WW,Sports,Virtual Toys,,,,,,
HoopWorld,XBL,Sports,Unknown,,,,,,
Hot Shots Golf 2,PSN,Sports,Sony Computer Entertainment,,,,,,
Hot Shots Golf: Open Tee,PSN,Sports,Sony Computer Entertainment,,,,,,
Hot Shots Golf: Open Tee 2,PSN,Sports,Sony Computer Entertainment,8,,,,,
Hot Shots Tennis: Get a Grip,PSN,Sports,Sony Computer Entertainment,8,,,,,
Hubert the Teddy Bear: Winter Games,WW,Sports,Teyon Entertainment,,,,,,
Hula Wii: Hula de Hajimeru - Bi to Kenkou!,Wii,Sports,Milestone,,,,,,
Hula Wii: Motto Jouzu no Fura o Odorou!!,Wii,Sports,Milestone,,,,,,
Hunter Dan's Fishing,Wii,Sports,Unknown,,,,,,
Hunting Unlimited,PC,Sports,Unknown,,,,,,
Hunting Unlimited 2,PC,Sports,Unknown,,,,,,
Hunting Unlimited 2008,PC,Sports,Unknown,,,,,,
Hunting Unlimited 2009,PC,Sports,ValuSoft,,,,,,
Hunting Unlimited 2010,PC,Sports,Unknown,,,,,,
Hunting Unlimited 2011,PC,Sports,Unknown,,,,,,
Hunting Unlimited 3,PC,Sports,Unknown,,,,,,
Hunting Unlimited 4,PC,Sports,Unknown,,,,,,
Hunting Unlimited Trophy Collection,PC,Sports,Unknown,,,,,,
Hunting Unlimited: Expedition 3 Pack,PC,Sports,ValuSoft,,,,,,
Hustle Kings,PSN,Sports,Sony Computer Entertainment,8.5,,,,,
Hustle Kings,PSV,Sports,Sony Computer Entertainment,,,,,,
Hyper Black Bass '95,GB,Sports,Black Label Games,,,,,,
Hyper V-Ball,SNES,Sports,Mc O'River,,,,,,
Ice Hockey,VC,Sports,Nintendo,,,,,,
Ice Hockey (FDS),NES,Sports,Nintendo,,,,,,
Ice Hokey Slovakia 2011,DSiW,Sports,Unknown,,,,,,
Ico Soccer,DS,Sports,Black Bean Games,,,,,,
Ike Ike! Nekketsu Hockey-bu: Subette Koronde Dairantou,VC,Sports,Arc System Works,,,,,,
Ike Ike! Nekketsu Hockey-bu: Subette Koronde Dairantou,NES,Sports,Technos Japan Corporation,,,,,,
In Your Face,GB,Sports,Jaleco,,,,,,
Inazuma Serve Da! Super Beach Volley,SNES,Sports,Virgin Interactive,,,,,,
Inferno Pool,XBL,Sports,Koch Media,,,,,,
Inferno Pool,PSN,Sports,Dark Energy Digital,,,,,,
Inside Lacrosse's CL2010,XBL,Sports,Microsoft,,,,,,
Inside the Park Baseball,PC,Sports,Out of the Park Developments,,,,,,
International Athletics,DS,Sports,Ghostlight,,,,,,
International Athletics,PSN,Sports,Ghostlight,,,,,,
International Cricket Captain,PC,Sports,Empire Interactive,,,,,,
International Cricket Captain 2,PC,Sports,Empire Interactive,,,,,,
International Cricket Captain 2000,PS,Sports,Empire Interactive,,,,,,
International Cricket Captain 2001: Ashes Edition,PC,Sports,Empire Interactive,,,,,,
International Cricket Captain 2001: Ashes Edition,PS,Sports,Empire Interactive,,,,,,
International Cricket Captain 2002,PC,Sports,Empire Interactive,,,,,,
International Cricket Captain 2002,PS,Sports,Empire Interactive,,,,,,
International Cricket Captain 2006,PC,Sports,Empire Interactive,,,,,,
International Cricket Captain Ashes Edition 2006,PC,Sports,Empire Interactive,,,,,,
International Cricket Captain Ashes Year 2005,PC,Sports,Empire Interactive,,,,,,
International Cricket Captain III,PS2,Sports,Empire Interactive,,,,,,
International Cricket Captain III,PC,Sports,Empire Interactive,,,,,,
International Karate,VC,Sports,Commodore,,,,,,
International Sensible Soccer,AJ,Sports,Telegames,,,,,,
International Sensible Soccer,SNES,Sports,Sony Imagesoft,,,,,,
International Snooker,PSN,Sports,Big Head Games,,,,,,
International Snooker Championship,PS2,Sports,Play It,,,,,,
International Superstar Soccer,GBA,Sports,Konami,6,,,,,
International Superstar Soccer,GB,Sports,Konami,,,,,,
International Superstar Soccer 2,XB,Sports,Konami,,,,,,
International Superstar Soccer 2,PS2,Sports,Konami,,,,,,
International Superstar Soccer 2,GC,Sports,Konami,,,,,,
International Superstar Soccer 2000,GB,Sports,Konami,,,,,,
International Superstar Soccer 3,PS2,Sports,Konami,,,,,,
International Superstar Soccer 3,PC,Sports,Konami,,,,,,
International Superstar Soccer 3,GC,Sports,Konami,,,,,,
International Superstar Soccer 99,GB,Sports,Konami,,,,,,
International Superstar Soccer Advance,GBA,Sports,Konami,7,,,,,
International Superstar Soccer Deluxe,GEN,Sports,Konami,,,,,,
International Superstar Soccer Deluxe,PS,Sports,Konami,,,,,,
International Track & Field,GB,Sports,Konami,,,,,,
International Track & Field,PSN,Sports,Sony Computer Entertainment,,,,,,
International Track & Field 2000,N64,Sports,Konami,,,,,,
Isometric & Karate Exercise: Wii de Kotsuban Fitness,Wii,Sports,IE Institute,,,,,,
Isse no se ! ONLINE,XBL,Sports,Microsoft,,,,,,
Itchy & Scratchy in Miniature Golf Madness,GB,Sports,Acclaim Entertainment,,,,,,
Itsudemo Tsuri Hiyori: Omoide no Black Bass,DSiW,Sports,Unknown,,,,,,
J-League Fighting Soccer: The King of Ace Strikers,GB,Sports,IGS,,,,,,
J-League Fighting Soccer: The King of Ace Strikers,NES,Sports,IGS,,,,,,
J-League GG Pro Striker '94,GG,Sports,Sega,,,,,,
J-League Greatest Eleven,PCE,Sports,Nichibutsu,,,,,,
J-League Jikkyou Winning Eleven,PS,Sports,Konami,,,,,,
J-League Jikkyou Winning Eleven '97,PS,Sports,Konami,,,,,,
J-League Jikkyou Winning Eleven '98-'99,PS,Sports,Konami,,,,,,
J-League Jikkyou Winning Eleven 2001,PS,Sports,Konami,,,,,,
J-League Pocket,GBA,Sports,Konami,,,,,,
J-League Pocket 2,GBA,Sports,Konami,,,,,,
J-League Pro Soccer Club o Tsukurou! Advance,GBA,Sports,Sega,,,,,,
J-League Pro Striker,GEN,Sports,Sega,,,,,,
J-League Pro Striker Kanzenban,GEN,Sports,Sega,,,,,,
J-League Soccer: Dream Eleven,GG,Sports,Sega,,,,,,
J-League Spectacle Soccer,DC,Sports,Sega,,,,,,
J-League Super Soccer '95: Jikkyou Stadium,SNES,Sports,Hudson Soft,,,,,,
J-League Superstar Soccer,GB,Sports,J-Wing,,,,,,
J-League Tactics Soccer,N64,Sports,ASCII Entertainment,,,,,,
J-League Virtual Stadium,3DO,Sports,Electronic Arts Victor,,,,,,
J-League Virtual Stadium '95,3DO,Sports,Electronic Arts Victor,,,,,,
J-League Virtual Stadium '96,PS,Sports,Electronic Arts Victor,,,,,,
J-League Winning Eleven Advance 2002,GBA,Sports,Konami,,,,,,
J-League Winning Goal,NES,Sports,Electronic Arts Victor,,,,,,
J-League Winning Goal,GB,Sports,Electronic Arts Victor,,,,,,
Jack Nicklaus Golf,GB,Sports,Tradewest,,,,,,
Jack Nicklaus Golf,SNES,Sports,Tradewest,,,,,,
Jack Nicklaus' 18 Greatest Holes of Major Championship Golf,NES,Sports,Konami,,,,,,
Jack Nicklaus' Power Challenge Golf,GEN,Sports,Accolade,,,,,,
Jack Nicklaus: Turbo Golf,PCE,Sports,Accolade,,,,,,
Jack Nicklaus: Turbo Golf (CD),PCE,Sports,Accolade,,,,,,
Jackpot Stadium,XBL,Sports,Microsoft,,,,,,
Jam City Rollergirls,WW,Sports,Unknown,,,,,,
"James ""Buster"" Douglas Knockout Boxing",MS,Sports,Sega,,,,,,
James 'Buster' Douglas Knockout Boxing,GEN,Sports,Taito,,,,,,
Jammit,GEN,Sports,Virgin Interactive,,,,,,
Jammit,3DO,Sports,GTE Entertainment,,,,,,
Jammit,PC,Sports,GTE Entertainment,,,,,,
Jammit,SNES,Sports,GTE Entertainment,,,,,,
Japan Golfer's Kentei DS,DS,Sports,Dimple Entertainment,,,,,,
Japan Super Bass Classic '96,SAT,Sports,Naxat Soft,,,,,,
Jazzy Billiards,DSiW,Sports,Aksys Games,,,,,,
Jennifer Capriati Tennis,GEN,Sports,Renovation,,,,,,
Jerry Glanville's Pigskin Footbrawl,GEN,Sports,Razorsoft,,,,,,
Jerry Rice and Nitus' Dog Football,PC,Sports,Unknown,,,,,,
JGTO Golf Master Mobile,GBA,Sports,Konami,,,,,,
Jikkyou GI Stable,N64,Sports,Konami,,,,,,
Jikkyou Jitsumei Keiba Dream Classic 2001 Autumn,PS2,Sports,Bandai,,,,,,
Jikkyou Jitsumei Keiba Dream Classic 2001 Spring,PS2,Sports,Bandai,,,,,,
Jikkyou Powerful Pro Baseball Success Special,PS3,Sports,Konami Digital Entertainment,,,,,,
Jikkyou Powerful Pro Baseball Success Special,PS4,Sports,Konami Digital Entertainment,,,,,,
Jikkyou Powerful Pro Baseball Success Special,PSV,Sports,Konami Digital Entertainment,,,,,,
Jikkyou Powerful Pro Yakyuu '95 Kaimakuban,PS,Sports,Konami,,,,,,
Jikkyou Powerful Pro Yakyuu '95 Kaimakuban,SAT,Sports,Konami,,,,,,
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban,GC,Sports,Konami,,,,,,
Jikkyou Powerful Pro Yakyuu 11 Chou Ketteiban,GC,Sports,Konami,,,,,,
Jikkyou Powerful Pro Yakyuu 11 Chou Ketteiban,PS2,Sports,Konami,,,,,,
Jikkyou Powerful Pro Yakyuu 2001 Ketteiban,PS,Sports,Konami,,,,,,
Jikkyou Powerful Pro Yakyuu 2002 Haru,PS,Sports,Konami,,,,,,
Jikkyou Powerful Pro Yakyuu 2010,PSN,Sports,Konami,,,,,,
Jikkyou Powerful Pro Yakyuu 7 Ketteiban,PS2,Sports,Konami,,,,,,
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,GC,Sports,Konami,,,,,,
Jikkyou Powerful Pro Yakyuu Premium-Ban,PS,Sports,Konami,,,,,,
Jikkyou Powerful Pro Yakyuu S,SAT,Sports,Konami,,,,,,
Jikkyou World Soccer 2002,XB,Sports,Konami,,,,,,
Jikkyou World Soccer 2002,GC,Sports,Konami,,,,,,
Jikkyou World Soccer Pocket 2,GBA,Sports,Konami,,,,,,
Jikkyuu Powerful Pro Yakyuu Basic '98,SNES,Sports,Konami,,,,,,
Jimmy Connors Pro Tennis Tour,PC,Sports,Ubisoft,,,,,,
Jimmy Connors Pro Tennis Tour,SNES,Sports,Ubisoft,,,,,,
Jimmy Connors Tennis,NES,Sports,Ubisoft,,,,,,
Jimmy Connors' Tennis,Lynx,Sports,Atari,,,,,,
Jimmy Houston's Bass Tournament U.S.A.,SNES,Sports,Sammy Corporation,,,,,,
Jimmy Houston's Bass Tournament U.S.A. '97,PC,Sports,Sammy Corporation,,,,,,
Jimmy White's 2: Cueball,DC,Sports,Virgin Interactive,,,,,,
Jitsumei Jikkyou Keiba Dream Classic,PS,Sports,Bandai,,,,,,
Joe Montana Football,GG,Sports,Sega,,,,,,
Joe Montana Football,MS,Sports,Sega,,,,,,
Joe Montana Football,GEN,Sports,Sega,,,,,,
Joe Montana Football,PC,Sports,Sega,,,,,,
Joe Montana II: Sports Talk Football,GEN,Sports,Sega,,,,,,
Joe Montana's NFL Football,SCD,Sports,Sega,,,,,,
John Elway's Quarterback,NES,Sports,Tradewest,,,,,,
John Madden Football,3DO,Sports,EA Sports,,,,,,
John Madden Football '92,GEN,Sports,Electronic Arts,,,,,,
John Madden Football '93,SNES,Sports,Electronic Arts,,,,,,
Jonah Lomu Rugby,SAT,Sports,Codemasters,,,,,,
